# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
pdeD	gene-b1815	TRANSCRIPT_gene-b1815	protein_coding	0	8	0	61	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	8	45
pdeF	gene-b2503	TRANSCRIPT_gene-b2503	protein_coding	0	0	1	51	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	1
pdeG	gene-b1168	TRANSCRIPT_gene-b1168	protein_coding	0	1	3	53	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	51
pdeH	gene-b3525	TRANSCRIPT_gene-b3525	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
pdeI	gene-b0833	TRANSCRIPT_gene-b0833	protein_coding	1	13	1	15	0	0	0	0	15	0	0	0	1	0	0	0	0	1	0	0	13	0
pdeK	gene-b3529	TRANSCRIPT_gene-b3529	protein_coding	0	0	0	49	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	40
pdeL	gene-b0315	TRANSCRIPT_gene-b0315	protein_coding	0	1	0	141	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	1	58
pdeN	gene-b2176	TRANSCRIPT_gene-b2176	protein_coding	0	3	1	67	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	3	31
pdeR	gene-b1285	TRANSCRIPT_gene-b1285	protein_coding	0	15	7	78	0	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	15	62
pdhR	gene-b0113	TRANSCRIPT_gene-b0113	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2
pdxA	gene-b0052	TRANSCRIPT_gene-b0052	protein_coding	0	0	0	26	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	6
pdxB	gene-b2320	TRANSCRIPT_gene-b2320	protein_coding	0	0	1	31	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	29
pdxH	gene-b1638	TRANSCRIPT_gene-b1638	protein_coding	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25
pdxI	gene-b1406	TRANSCRIPT_gene-b1406	protein_coding	0	0	1	66	0	0	0	0	66	0	0	0	1	0	0	0	0	0	0	0	0	0
pdxJ	gene-b2564	TRANSCRIPT_gene-b2564	protein_coding	0	0	0	36	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	34
pdxK	gene-b2418	TRANSCRIPT_gene-b2418	protein_coding	0	0	0	172	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	151
pdxY	gene-b1636	TRANSCRIPT_gene-b1636	protein_coding	0	0	0	18	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3
peaD	peaD	gene-b4508	pseudogene	0	0	0	41	0	0	0	0	10	0	0	0	0	0	7	0	0	0	0	0	0	24
pepA	gene-b4260	TRANSCRIPT_gene-b4260	protein_coding	0	11	0	110	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	11	5
pepB	gene-b2523	TRANSCRIPT_gene-b2523	protein_coding	0	5	1	38	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	5	27
pepD	gene-b0237	TRANSCRIPT_gene-b0237	protein_coding	0	24	4	134	0	0	0	0	93	0	0	0	4	0	0	0	0	0	0	0	24	41
pepE	gene-b4021	TRANSCRIPT_gene-b4021	protein_coding	0	0	0	37	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1
pepN	gene-b0932	TRANSCRIPT_gene-b0932	protein_coding	0	11	0	34	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	11	20
pepP	gene-b2908	TRANSCRIPT_gene-b2908	protein_coding	0	11	3	91	0	0	0	0	66	0	0	0	3	0	0	0	0	0	0	0	11	25
pepQ	gene-b3847	TRANSCRIPT_gene-b3847	protein_coding	0	24	0	121	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	24	104
pepT	gene-b1127	TRANSCRIPT_gene-b1127	protein_coding	0	12	2	132	0	0	0	0	73	0	0	0	2	0	0	0	0	0	0	0	12	59
perR	gene-b0254	TRANSCRIPT_gene-b0254	protein_coding	0	0	0	22	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	7
pfkA	gene-b3916	TRANSCRIPT_gene-b3916	protein_coding	0	6	0	88	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	6	22
pfkB	gene-b1723	TRANSCRIPT_gene-b1723	protein_coding	0	0	0	33	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5
pflA	gene-b0902	TRANSCRIPT_gene-b0902	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3
pflB	gene-b0903	TRANSCRIPT_gene-b0903	protein_coding	0	1	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	9
pflC	gene-b3952	TRANSCRIPT_gene-b3952	protein_coding	0	9	4	136	0	0	0	0	52	0	0	0	4	0	0	0	0	0	0	0	9	84
pflD	gene-b3951	TRANSCRIPT_gene-b3951	protein_coding	0	29	3	172	0	0	0	0	65	0	0	0	3	0	0	0	0	0	0	0	29	107
pgaA	gene-b1024	TRANSCRIPT_gene-b1024	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
pgaB	gene-b1023	TRANSCRIPT_gene-b1023	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
pgaC	gene-b1022	TRANSCRIPT_gene-b1022	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
pgaD	gene-b1021	TRANSCRIPT_gene-b1021	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
pgi	gene-b4025	TRANSCRIPT_gene-b4025	protein_coding	0	1	0	54	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	1	0
pgl	gene-b0767	TRANSCRIPT_gene-b0767	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
pgm	gene-b0688	TRANSCRIPT_gene-b0688	protein_coding	0	21	2	61	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	21	54
pgpA	gene-b0418	TRANSCRIPT_gene-b0418	protein_coding	0	14	0	117	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	14	27
pgpB	gene-b1278	TRANSCRIPT_gene-b1278	protein_coding	0	0	0	23	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6
pgpC	gene-b2560	TRANSCRIPT_gene-b2560	protein_coding	0	0	0	58	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	9
pgrR	gene-b1328	TRANSCRIPT_gene-b1328	protein_coding	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
pgsA	gene-b1912	TRANSCRIPT_gene-b1912	protein_coding	0	5	0	116	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	5	24
pheA	gene-b2599	TRANSCRIPT_gene-b2599	protein_coding	0	12	0	71	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	12	32
pheL	gene-b2598	TRANSCRIPT_gene-b2598	protein_coding	0	0	1	71	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	29
pheM	gene-b1715	TRANSCRIPT_gene-b1715	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
pheP	gene-b0576	TRANSCRIPT_gene-b0576	protein_coding	0	5	2	49	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	5	5
pheS	gene-b1714	TRANSCRIPT_gene-b1714	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1
pheT	gene-b1713	TRANSCRIPT_gene-b1713	protein_coding	0	1	0	26	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	1
pheU	gene-b4134	rna-b4134	protein_coding	0	0	0	64	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	29
pheV	gene-b2967	rna-b2967	protein_coding	0	0	0	345	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	121
phnC	gene-b4106	TRANSCRIPT_gene-b4106	protein_coding	0	20	4	127	0	0	0	0	95	0	0	0	4	0	0	0	0	0	0	0	20	32
phnD	gene-b4105	TRANSCRIPT_gene-b4105	protein_coding	0	28	1	126	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	0	28	50
phnE1	phnE1	gene-b4583	pseudogene	0	0	0	141	0	0	0	0	59	0	0	0	0	18	0	0	0	0	0	0	0	64
phnF	gene-b4102	TRANSCRIPT_gene-b4102	protein_coding	0	1	0	135	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	1	77
phnG	gene-b4101	TRANSCRIPT_gene-b4101	protein_coding	0	0	1	135	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	78
phnH	gene-b4100	TRANSCRIPT_gene-b4100	protein_coding	0	10	0	125	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	10	78
phnI	gene-b4099	TRANSCRIPT_gene-b4099	protein_coding	0	29	2	103	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	29	86
phnJ	gene-b4098	TRANSCRIPT_gene-b4098	protein_coding	0	14	1	98	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	14	96
phnK	gene-b4097	TRANSCRIPT_gene-b4097	protein_coding	0	0	1	91	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	90
phnL	gene-b4096	TRANSCRIPT_gene-b4096	protein_coding	0	0	0	71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	70
phnM	gene-b4095	TRANSCRIPT_gene-b4095	protein_coding	0	0	0	60	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	59
phnN	gene-b4094	TRANSCRIPT_gene-b4094	protein_coding	0	0	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	57
phnO	gene-b4093	TRANSCRIPT_gene-b4093	protein_coding	0	0	0	44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43
phnP	gene-b4092	TRANSCRIPT_gene-b4092	protein_coding	0	0	1	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42
phoA	gene-b0383	TRANSCRIPT_gene-b0383	protein_coding	0	31	5	76	0	0	0	0	35	0	0	0	5	0	0	0	0	0	0	0	31	41
phoB	gene-b0399	TRANSCRIPT_gene-b0399	protein_coding	0	5	0	52	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	5	26
phoE	gene-b0241	TRANSCRIPT_gene-b0241	protein_coding	0	12	1	79	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	12	22
phoH	gene-b1020	TRANSCRIPT_gene-b1020	protein_coding	0	0	0	35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34
phoP	gene-b1130	TRANSCRIPT_gene-b1130	protein_coding	0	5	1	131	0	0	0	0	68	0	0	0	1	0	0	0	0	0	0	0	5	63
phoQ	gene-b1129	TRANSCRIPT_gene-b1129	protein_coding	0	8	2	143	0	0	0	0	76	0	0	0	2	0	0	0	0	0	0	0	8	67
phoR	gene-b0400	TRANSCRIPT_gene-b0400	protein_coding	0	10	4	49	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	10	30
phoU	gene-b3724	TRANSCRIPT_gene-b3724	protein_coding	0	13	0	136	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	13	72
php	gene-b3379	TRANSCRIPT_gene-b3379	protein_coding	0	0	0	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	23
phr	gene-b0708	TRANSCRIPT_gene-b0708	protein_coding	0	25	11	120	0	0	0	0	27	0	0	0	11	0	0	0	0	0	0	0	25	93
pinE	gene-b1158	TRANSCRIPT_gene-b1158	protein_coding	0	21	5	164	0	0	0	0	92	0	0	0	5	0	0	0	0	0	0	0	21	72
pinQ	gene-b1545	TRANSCRIPT_gene-b1545	protein_coding	0	3	1	166	0	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0	3	66
pinR	gene-b1374	TRANSCRIPT_gene-b1374	protein_coding	0	4	0	77	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	4	18
pitA	gene-b3493	TRANSCRIPT_gene-b3493	protein_coding	0	3	0	89	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	3	16
pitB	gene-b2987	TRANSCRIPT_gene-b2987	protein_coding	0	0	1	40	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	38
plaP	gene-b2014	TRANSCRIPT_gene-b2014	protein_coding	0	17	0	194	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	17	91
plaR	gene-b3574	TRANSCRIPT_gene-b3574	protein_coding	0	0	1	9	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	5
pldA	gene-b3821	TRANSCRIPT_gene-b3821	protein_coding	0	38	3	173	0	0	0	0	119	0	0	0	3	0	0	0	0	0	0	0	38	54
pldB	gene-b3825	TRANSCRIPT_gene-b3825	protein_coding	0	9	0	274	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	9	149
pliG	gene-b1178	TRANSCRIPT_gene-b1178	protein_coding	0	3	2	51	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	3	40
plsB	gene-b4041	TRANSCRIPT_gene-b4041	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
plsC	gene-b3018	TRANSCRIPT_gene-b3018	protein_coding	0	6	1	59	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	6	3
plsX	gene-b1090	TRANSCRIPT_gene-b1090	protein_coding	0	3	1	62	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	3	26
plsY	gene-b3059	TRANSCRIPT_gene-b3059	protein_coding	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13
pmrD	gene-b2259	TRANSCRIPT_gene-b2259	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
pmrR	gene-b4703	TRANSCRIPT_gene-b4703	protein_coding	0	0	0	58	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	38
pncA	gene-b1768	TRANSCRIPT_gene-b1768	protein_coding	0	0	0	61	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	15
pncB	gene-b0931	TRANSCRIPT_gene-b0931	protein_coding	0	4	1	27	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	4	11
pncC	gene-b2700	TRANSCRIPT_gene-b2700	protein_coding	0	3	0	91	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	88
pnp	gene-b3164	TRANSCRIPT_gene-b3164	protein_coding	0	5	0	68	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	5	0
pntA	gene-b1603	TRANSCRIPT_gene-b1603	protein_coding	0	0	1	36	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	5
pntB	gene-b1602	TRANSCRIPT_gene-b1602	protein_coding	0	0	0	39	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3
pnuC	gene-b0751	TRANSCRIPT_gene-b0751	protein_coding	0	5	0	23	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	19
polA	gene-b3863	TRANSCRIPT_gene-b3863	protein_coding	0	1	0	36	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	22
polB	gene-b0060	TRANSCRIPT_gene-b0060	protein_coding	0	29	4	78	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	29	76
potA	gene-b1126	TRANSCRIPT_gene-b1126	protein_coding	0	16	1	129	0	0	0	0	67	0	0	0	1	0	0	0	0	0	0	0	16	62
potB	gene-b1125	TRANSCRIPT_gene-b1125	protein_coding	0	14	0	124	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	14	68
potC	gene-b1124	TRANSCRIPT_gene-b1124	protein_coding	0	5	0	133	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	5	78
potD	gene-b1123	TRANSCRIPT_gene-b1123	protein_coding	0	15	0	151	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	15	66
potE	gene-b0692	TRANSCRIPT_gene-b0692	protein_coding	0	2	0	72	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	2	28
potF	gene-b0854	TRANSCRIPT_gene-b0854	protein_coding	0	22	1	130	0	0	0	0	130	0	0	0	1	0	0	0	0	0	0	0	22	0
potG	gene-b0855	TRANSCRIPT_gene-b0855	protein_coding	0	28	0	142	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	28	27
potH	gene-b0856	TRANSCRIPT_gene-b0856	protein_coding	0	13	2	155	0	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0	13	55
potI	gene-b0857	TRANSCRIPT_gene-b0857	protein_coding	0	29	3	138	0	0	0	0	68	0	0	0	3	0	0	0	0	0	0	0	29	70
poxB	gene-b0871	TRANSCRIPT_gene-b0871	protein_coding	0	8	1	61	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	8	16
ppa	gene-b4226	TRANSCRIPT_gene-b4226	protein_coding	0	7	3	188	0	0	0	0	66	0	0	0	3	0	0	0	0	0	0	0	7	122
ppc	gene-b3956	TRANSCRIPT_gene-b3956	protein_coding	0	10	1	102	0	0	0	0	67	0	0	0	1	0	0	0	0	0	0	0	10	35
ppdA	gene-b2826	TRANSCRIPT_gene-b2826	protein_coding	0	4	1	68	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	4	18
ppdB	gene-b2825	TRANSCRIPT_gene-b2825	protein_coding	0	1	4	69	0	0	0	0	46	0	0	0	4	0	0	0	0	0	0	0	1	23
ppdC	gene-b2823	TRANSCRIPT_gene-b2823	protein_coding	0	0	0	91	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	34
ppdD	gene-b0108	TRANSCRIPT_gene-b0108	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
pphA	gene-b1838	TRANSCRIPT_gene-b1838	protein_coding	0	4	0	125	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	4	47
pphB	gene-b2734	TRANSCRIPT_gene-b2734	protein_coding	0	22	16	65	0	0	0	0	24	0	0	0	16	0	0	0	0	0	0	0	22	41
pphC	gene-b2072	TRANSCRIPT_gene-b2072	protein_coding	0	42	20	264	0	0	0	0	119	0	0	0	20	0	0	0	0	0	0	0	42	145
ppiA	gene-b3363	TRANSCRIPT_gene-b3363	protein_coding	0	1	1	44	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	1	13
ppiB	gene-b0525	TRANSCRIPT_gene-b0525	protein_coding	0	0	0	121	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	24
ppiC	gene-b3775	TRANSCRIPT_gene-b3775	protein_coding	0	0	0	146	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	81
ppiD	gene-b0441	TRANSCRIPT_gene-b0441	protein_coding	0	3	1	67	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	3	6
ppk	gene-b2501	TRANSCRIPT_gene-b2501	protein_coding	0	38	0	21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	18
ppnN	gene-b2795	TRANSCRIPT_gene-b2795	protein_coding	0	10	1	61	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	10	23
ppnP	gene-b0391	TRANSCRIPT_gene-b0391	protein_coding	0	0	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	35
pppA	gene-b2972	TRANSCRIPT_gene-b2972	protein_coding	0	31	10	456	0	0	0	0	172	0	0	0	10	0	0	0	0	0	0	0	31	284
ppsA	gene-b1702	TRANSCRIPT_gene-b1702	protein_coding	0	21	2	124	0	0	0	0	87	0	0	0	2	0	0	0	0	0	0	0	21	37
ppsR	gene-b1703	TRANSCRIPT_gene-b1703	protein_coding	0	4	0	117	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	4	85
pptA	gene-b1461	TRANSCRIPT_gene-b1461	protein_coding	1	3	0	118	0	0	0	0	86	1	0	0	0	0	0	0	0	1	0	0	3	32
ppx	gene-b2502	TRANSCRIPT_gene-b2502	protein_coding	0	2	0	57	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	56
pqiA	gene-b0950	TRANSCRIPT_gene-b0950	protein_coding	0	1	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1
pqiB	gene-b0951	TRANSCRIPT_gene-b0951	protein_coding	0	1	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	2
pqiC	gene-b0952	TRANSCRIPT_gene-b0952	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	2
pqqL	gene-b1494	TRANSCRIPT_gene-b1494	protein_coding	0	7	4	47	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	7	17
pqqU	gene-b1451	TRANSCRIPT_gene-b1451	protein_coding	0	17	3	113	0	0	0	0	60	0	0	0	3	0	0	0	0	0	0	0	17	53
prc	gene-b1830	TRANSCRIPT_gene-b1830	protein_coding	0	21	2	119	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	21	75
preA	gene-b2147	TRANSCRIPT_gene-b2147	protein_coding	0	0	0	34	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1
preT	gene-b2146	TRANSCRIPT_gene-b2146	protein_coding	0	0	0	24	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1
prfA	gene-b1211	TRANSCRIPT_gene-b1211	protein_coding	0	10	0	83	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	10	36
prfB	gene-b2891	TRANSCRIPT_gene-b2891	protein_coding	0	4	1	135	0	0	0	0	79	0	0	0	1	0	0	0	0	0	0	0	4	56
prfC	gene-b4375	TRANSCRIPT_gene-b4375	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
prfH	prfH	gene-b0236	pseudogene	0	0	0	163	0	0	0	0	57	0	0	0	0	0	9	0	0	0	0	0	0	97
priA	gene-b3935	TRANSCRIPT_gene-b3935	protein_coding	0	0	0	42	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	40
priB	gene-b4201	TRANSCRIPT_gene-b4201	protein_coding	0	2	1	200	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	2	161
priC	gene-b0467	TRANSCRIPT_gene-b0467	protein_coding	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	11
prkB	gene-b3355	TRANSCRIPT_gene-b3355	protein_coding	0	0	0	56	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	43
prlC	gene-b3498	TRANSCRIPT_gene-b3498	protein_coding	0	75	1	46	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	75	6
prlF	gene-b3129	TRANSCRIPT_gene-b3129	protein_coding	0	0	3	93	0	0	0	0	55	0	0	0	3	0	0	0	0	0	0	0	0	38
prmA	gene-b3259	TRANSCRIPT_gene-b3259	protein_coding	0	0	0	59	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	1
prmB	gene-b2330	TRANSCRIPT_gene-b2330	protein_coding	0	37	4	186	0	0	0	0	66	0	0	0	4	0	0	0	0	0	0	0	37	120
prmC	gene-b1212	TRANSCRIPT_gene-b1212	protein_coding	0	7	5	87	0	0	0	0	41	0	0	0	5	0	0	0	0	0	0	0	7	46
proA	gene-b0243	TRANSCRIPT_gene-b0243	protein_coding	0	13	3	43	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	13	42
proB	gene-b0242	TRANSCRIPT_gene-b0242	protein_coding	0	4	0	59	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4	42
proC	gene-b0386	TRANSCRIPT_gene-b0386	protein_coding	0	4	0	84	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	4	12
proK	gene-b3545	rna-b3545	protein_coding	0	0	0	55	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	53
proL	gene-b2189	rna-b2189	protein_coding	0	0	0	18	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	6
proM	gene-b3799	rna-b3799	protein_coding	0	0	0	328	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	82
proP	gene-b4111	TRANSCRIPT_gene-b4111	protein_coding	0	12	0	52	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	12	32
proQ	gene-b1831	TRANSCRIPT_gene-b1831	protein_coding	0	4	1	115	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	4	71
proS	gene-b0194	TRANSCRIPT_gene-b0194	protein_coding	1	17	2	167	0	0	0	0	98	0	0	0	2	0	0	0	0	1	0	0	17	69
proV	gene-b2677	TRANSCRIPT_gene-b2677	protein_coding	0	0	0	35	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3
proW	gene-b2678	TRANSCRIPT_gene-b2678	protein_coding	0	0	0	35	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3
proX	gene-b2679	TRANSCRIPT_gene-b2679	protein_coding	0	11	1	24	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	11	2
proY	gene-b0402	TRANSCRIPT_gene-b0402	protein_coding	0	3	0	50	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	3	36
prpB	gene-b0331	TRANSCRIPT_gene-b0331	protein_coding	0	0	0	101	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	62
prpC	gene-b0333	TRANSCRIPT_gene-b0333	protein_coding	0	17	1	84	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	17	66
prpD	gene-b0334	TRANSCRIPT_gene-b0334	protein_coding	0	2	1	95	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	2	80
prpE	gene-b0335	TRANSCRIPT_gene-b0335	protein_coding	0	10	3	45	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	10	42
prpR	gene-b0330	TRANSCRIPT_gene-b0330	protein_coding	0	39	7	50	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	39	28
prs	gene-b1207	TRANSCRIPT_gene-b1207	protein_coding	0	1	0	73	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	57
psd	gene-b4160	TRANSCRIPT_gene-b4160	protein_coding	0	11	0	61	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	11	44
psiE	gene-b4030	TRANSCRIPT_gene-b4030	protein_coding	0	0	0	55	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	54
